,Track 1,Track 2,Track 3,Track 4,Track 5,Track 6,Track 7,Track 8,Track 9,Track 10,Track 11,Track 12,Track 13,Track 14,Track 15,Track 16,Track 17,Track 18,Track 19,Track 20,Track21,Track 22,Track 23,Track 24,Track 25,SpecLabel,GenLabel
2435.3,4260000,379000,4160,0.02,3.29E-18,3,0.0108,204000,2220,144,57.3,216,0.0136,0.373,10500,0.0487,178,0.727,0.916,0,8.43,0,0.872,4,6.65,0,1
2441.4,2890000,360000,2660,0.00929,2.91E-18,2,0.00982,283000,2810,36,117,0,0.00485,0,7390,0.0254,92.2,0.662,0,0.0011,225,10.6,0.325,4,2.82,0,1
2447.5,3410000,393000,0,0,2.82E-18,3,0.00898,210000,1900,150,102,0,0.00715,0,20800,0.0903,144,0.721,0,0.0013,353,314,0.685,4,4.03,0,1
2453.6,2510000,329000,3950,0.0658,2.75E-18,3,0.0185,56000,1050,35.4,114,374,0.00948,0.405,3700,0.062,0,0.842,0,0.00392,5.67,9.01,0,4,0,0,0
2459.7,2250000,300000,0,0,1.59E-05,2,0.0141,62700,899,28.8,377,62.8,0.00996,0.931,2860,0.0437,35.6,0.921,0.883,0.0012,0,20.9,0.567,4,0,0,0
2465.8,2050000,329000,7500,0.0764,2.92E-18,3,0.012,90700,1100,0,45.2,120,0,0.459,3330,0.0354,4.94,0.774,0.355,0,139,0,0.0544,4,0,0,0
2471.9,1960000,341000,4030,0.0378,3.09E-18,2,0.0125,103000,1310,16.3,40.5,49,0.00383,0.651,4230,0.0396,44.5,0.729,0.924,0.0022,5.91,0,0.433,4,0,0,0
2478,1920000,383000,0,0,6.02E-06,4,0.0124,122000,1530,63.3,82.3,0,0.0168,0,3710,0.0296,46.5,0.707,0,0.00264,559,0,0.383,4,0,0,0
2484.1,2040000,387000,4280,0.0403,4.88E-05,1,0.0142,102000,1470,149,55.7,5.52,0.0158,0.958,9280,0.0834,71.8,0.657,0.994,0.00358,0,0,0.704,4,10.9,0,0
2490.2,4590000,380000,2920,0.044,3.3E-18,5,0.0161,63400,1040,40.2,84.2,0,0.0188,0,2100,0.032,19,0.831,0,0.000908,0,40,0.299,4,0,0,0
2496.3,1960000,356000,4610,0.0383,7.21E-05,2,0.0133,116000,1560,108,50.2,0,0.0235,0,4490,0.0374,36.9,0.646,0,0.00243,113,7,0.319,4,0,0,0
2502.4,2200000,370000,22.1,0.000186,2.15E-18,2,0.0124,118000,1490,110,43.3,334,0.0137,0.228,7930,0.0629,55,0.662,0.689,0.00218,289,13.4,0.465,4,8.35,0,0
2508.5,2240000,317000,0,0,2.26E-18,2,0.0183,91400,1700,52,89,18.8,0.0109,0.915,4730,0.0492,59.8,0.724,0.977,0.00738,172,0,0.654,4,0,0,0
2514.6,2340000,337000,6780,0.0767,5.43E-18,1,0.0208,81600,1740,176,23.2,0,0.0118,0,14800,0.153,27.9,0.667,0,0.00183,26.3,0,0.341,4,2.33,0,0
2520.7,6880000,373000,13300,0.155,5.4E-06,5,0.0258,72500,1920,241,171,51.8,0.0193,0.883,12200,0.144,74.3,0.639,0.951,0.00187,244,111,1.02,4,2.24,0,0
2526.8,2400000,400000,0,0,3.99E-05,1,0.0144,146000,2130,191,169,49.2,0.00912,0.887,20800,0.124,66.8,0.683,0.948,0.00233,33.2,165,0.457,4,0.88,0,0
2532.9,2300000,431000,2470,0.027,1.87E-18,2,0.0179,89300,1630,41.4,116,83.5,0.00897,0.761,4570,0.0488,43.7,0.669,0.876,0.00172,0,0,0.489,4,106,0,0
2539,1660000,363000,0,0,1.93E-05,0,0.0127,121000,1560,98.3,91.7,0,0.0176,0,5500,0.0434,14.8,0.739,0,0,0,53.9,0.122,4,0,0,0
2545.1,2590000,409000,3540,0.0276,2.13E-18,4,0.0165,124000,2090,175,100,38.7,0.0103,0.856,16800,0.119,47.8,0.669,0.943,0.000123,301,35.5,0.384,4,5.03,0,0
2551.2,2300000,383000,0,0,2.36E-18,1,0.0136,144000,1990,81.9,0,187,0.00845,0,9600,0.0625,0,0.635,0,0.00442,26.6,83.5,0,4,2.62,0,0
2557.3,3650000,376000,4680,0.023,3.71E-05,1,0.0118,199000,2370,166,125,0,0.013,0,12700,0.0599,44.7,0.665,0,0.00205,144,177,0.225,4,1.65,0,0
2563.4,2080000,481000,0,0,2.29E-05,1,0.0173,117000,2070,148,55.4,150,0.0092,0.46,16000,0.12,71.4,0.67,0.866,0.00175,350,23,0.609,4,2.84,0,0
2569.5,2070000,408000,0,0,5E-18,2,0.0173,153000,2700,197,229,130,0.0138,0.802,14100,0.0842,174,0.649,0.948,0.000348,0,288,1.14,4,4.01,0,1
2575.6,4550000,484000,0,0,5.3E-18,1,0.0146,198000,2950,174,70.2,89.6,0.0116,0.644,14900,0.0698,104,0.617,0.94,0.00215,0,244,0.522,4,1.88,0,1
2581.7,5310000,419000,29500,0.196,9E-06,5,0.0199,121000,2460,144,0,71.9,0.0144,0,9910,0.0756,101,0.651,0.95,0.00774,626,0,0.832,4,5.31,0,1
2587.8,4420000,522000,5910,0.0402,3.44E-05,2,0.0133,141000,1910,147,270,150,0.0105,0.807,13800,0.0893,172,0.646,0.94,0,0,1.57,1.21,4,0.92,0,1
2593.8,4710000,545000,11300,0.083,5.66E-05,2,0.0161,125000,2030,92.1,239,23.6,0.00478,0.959,19200,0.133,190,0.654,0.991,0.00347,0,0,1.52,4,2.61,0,1
2599.9,3890000,437000,0,0,2.57E-05,3,0.0175,137000,2440,237,193,234,0.00844,0.658,27900,0.169,194,0.696,0.919,0.00158,0,0,1.42,4,1.48,0,1
2606,3040000,580000,2330,0.0179,2.83E-05,3,0.0149,128000,1940,192,206,1460,0.00976,0.248,19500,0.132,118,0.645,0.527,0.0011,233,0,0.923,4,3.81,0,1
2612.1,2670000,496000,5050,0.0309,1.86E-18,1,0.0136,158000,2180,158,151,0,0.00903,0,17400,0.0989,100,0.703,0,0.00174,4.49,0,0.631,4,6.05,0,1
2618.2,3080000,494000,13200,0.0735,1.9E-18,2,0.014,166000,2360,193,127,23.5,0.0108,0.927,17700,0.0965,67.8,0.711,0.975,0.00205,460,0,0.409,4,4.24,0,1
2621.3,2540000,441000,7730,0.0495,1.92E-18,2,0.012,149000,1800,184,3.8,326,0.00787,0.0267,23100,0.135,191,0.705,0.89,0.000946,236,184,1.29,4,5.09,0,1
2636.5,2970000,478000,5700,0.0474,2.02E-18,2,0.0136,115000,1580,83.9,178,0,0.00617,0,13500,0.106,161,0.629,0,0.000557,300,274,1.4,4,4.08,0,1
2651.8,4080000,545000,5330,0.03,3.7E-06,2,0.00891,173000,1550,95.4,238,6.82,0.00828,0.988,11400,0.0621,119,0.742,0.996,0.00198,0,0,0.689,4,13.3,0,1
2667,3040000,506000,0,0,8.34E-07,1,0.0144,109000,1580,96.2,91,256,0.00928,0.456,10300,0.0864,31.8,0.697,0.631,0.00144,0,19.7,0.293,4,3.58,0,1
2682.2,1440000,296000,0,0,2.11E-18,1,0.0116,104000,1220,85.2,143,0,0.0193,0,4330,0.04,9.13,0.736,0,0.000711,0,0,0.0879,4,0.0748,0,1
2697.5,6170000,428000,394,0.00189,1.61E-18,0,0.0205,209000,4370,233,174,27.8,0.00895,0.937,25800,0.11,197,0.693,0.99,0.00296,22,0,0.944,4,2.57,0,1
2712.7,8360000,564000,519,0.00183,2.26E-18,1,0.0134,283000,3840,263,178,90.7,0.014,0.823,18500,0.0614,175,0.699,0.964,0.00485,0,195,0.617,4,2.86,0,1
2713.3,3200000,449000,1640,0.00573,1.22E-05,1,0.0339,284000,9970,139,49.6,0,0.00736,0,18700,0.0617,184,0.674,0,0.00187,298,190,0.647,4,1.09,0,1
2719.4,17000000,1390000,2520,0.00134,0.000413,2,0.0354,1870000,68700,608,4810,1230,0.00881,0.914,68400,0.0353,600,0.629,0.881,0.00469,436,1960,0.321,7,1.12,0,1
2720,66500000,5470000,46900,0.00526,0.000851,2,0.0378,8870000,349000,1090,53300,6860,0.0174,0.955,61400,0.00688,1470,0.607,0.765,0.0611,2900,19700,0.166,9,0.206,0,1
2720.3,26900000,1530000,23500,0.00659,0.000511,2,0.029,3540000,106000,244,8340,307,0.0193,0.987,12400,0.00348,159,0.592,0.887,0.0266,1050,1820,0.0448,5,0.414,0,1
2720.9,78400000,4180000,24100,0.00284,0.00109,3,0.0444,8460000,393000,987,57600,17400,0.00948,0.901,103000,0.012,1080,0.583,0.486,0.0656,3830,13900,0.127,9,0.421,0,1
2721.5,309000000,15200000,56300,0.00379,0.000725,2,0.0581,14800000,914000,11900,281000,206000,0.0052,0.789,2270000,0.133,21700,0.653,0.617,0.00934,19500,96200,1.46,10,0.898,1,1
2767.6,4090000,327000,4550,0.0354,1.94E-18,2,0.0137,124000,1720,101,136,158,0.00973,0.672,10200,0.0763,0,0.693,0,0.00297,223,6.36,0,4,8.58,0,1
2785.9,3290000,355000,0,0,3.58E-05,4,0.0131,134000,1780,68.5,113,0,0.0182,0,3700,0.0268,85.2,0.739,0,0,0,85,0.634,4,0,0,1
2795,6680000,365000,15200,0.0701,1.69E-05,4,0.0132,201000,2690,122,152,75.4,0.0136,0.828,8840,0.0421,60.5,0.619,0.918,0.00667,426,320,0.301,4,2.07,0,1
2804.2,2380000,360000,0,0,1.71E-18,4,0.0172,115000,2020,122,119,16,0.015,0.947,8020,0.0651,106,0.627,0.989,0.00459,0,21,0.92,4,12.6,0,1
2822.4,2890000,303000,0,0,1.94E-18,1,0.0156,112000,1770,95.7,24.9,26.3,0.0105,0.693,9000,0.0746,23.9,0.655,0.927,0.00345,216,164,0.214,4,0,0,1
2834.6,2030000,326000,0,0,1.78E-18,1,0.0143,116000,1680,62.9,201,12.3,0.00686,0.975,9100,0.0729,47.3,0.699,0.982,0,0,0,0.409,4,9.11,0,1
2849.9,5140000,382000,1870,0.0151,1.74E-18,4,0.0137,122000,1690,100,194,0,0.00858,0,11600,0.087,192,0.667,0,0.000828,0,0,1.58,4,2.11,0,1
2865.1,2820000,327000,0,0,1.9E-18,1,0.0159,124000,2000,97.2,51.3,104,0.00866,0.543,11100,0.0825,92.7,0.685,0.926,0.00103,22.5,0,0.749,4,5.73,0,1
2880.4,4690000,394000,557,0.00381,3.74E-06,1,0.0192,146000,2860,242,143,222,0.00912,0.607,26300,0.153,141,0.668,0.898,0.00151,42.7,0,0.966,4,2.8,0,1
2898.7,5620000,358000,10700,0.0856,1.56E-05,3,0.0139,114000,1600,52.6,32.1,0,0.0097,0,5370,0.045,81.7,0.656,0,0.00104,263,12.9,0.717,4,0,0,1
2901.7,2380000,447000,0,0,4.68E-18,1,0.0151,161000,2460,39.3,149,103,0.0051,0.777,7670,0.0456,26.1,0.696,0.78,0.00237,28.2,29.6,0.162,4,0,0,1
2904.7,3020000,489000,7910,0.06,4.8E-18,3,0.0147,124000,1850,90.1,29.7,161,0.0114,0.307,7850,0.0596,12.4,0.622,0.518,0.00188,152,0,0.0998,4,0,0,1
2907.8,5260000,536000,0,0,4.3E-06,1,0.0183,257000,4790,148,143,240,0.00617,0.589,23800,0.0846,166,0.666,0.906,0.00128,13.4,155,0.646,4,1.54,0,1
2913.9,6420000,805000,20000,0.0631,3.59E-06,4,0.019,297000,5750,113,213,0,0.00582,0,19300,0.0609,131,0.632,0,0.00166,155,0,0.44,4,1.23,1,1
2920,4830000,715000,0,0,0.00011,3,0.0208,463000,9860,197,239,0,0.0178,0,10900,0.023,233,0.61,0,0.00564,0,0,0.502,4,1.39,0,1
2923,11300000,1080000,11300,0.00885,0.00012,2,0.0161,1270000,20700,238,364,0,0.012,0,19600,0.0153,352,0.646,0,0.00333,218,0,0.278,4,1.55,1,1
2929.1,4320000,691000,696,0.00218,3.27E-05,3,0.0149,319000,4820,138,159,0,0.0107,0,12700,0.0384,168,0.666,0,0.00109,394,23,0.527,4,1.52,0,1
2930.3,7320000,842000,7170,0.029,1.41E-18,4,0.015,241000,3650,211,141,113,0.00955,0.754,21800,0.0832,0,0.673,0,0.0027,236,0,0,4,1.89,0,1
2935.2,3410000,680000,8850,0.0769,2.5E-05,2,0.0223,106000,2420,229,201,0,0.00602,0,37900,0.263,323,0.703,0,0.00106,179,0,3.03,4,5.12,0,1
2938.3,4160000,873000,0,0,1.59E-18,2,0.0151,229000,3510,218,147,130,0.0103,0.735,20900,0.0838,223,0.685,0.961,0.0022,117,0,0.974,4,2.84,0,1
2941.3,6700000,674000,2250,0.0102,1.6E-18,2,0.0134,219000,2980,100,103,0,0.0136,0,7260,0.0321,77,0.688,0,0.00483,234,230,0.351,4,7.5,0,1
2947.4,4840000,708000,0,0,3.07E-05,3,0.0124,480000,6040,135,75.4,258,0.00894,0.418,15000,0.0304,384,0.675,0.955,0.00247,214,0,0.8,4,1.62,0,1
2950.5,7010000,745000,11300,0.0458,1.54E-18,3,0.0124,236000,2970,110,0,291,0.0122,0,8890,0.0363,79.5,0.622,0.795,0.00241,517,0,0.337,4,40.1,0,1
2953.5,7730000,645000,0,0,1.6E-05,3,0.0138,432000,6030,164,236,116,0.0159,0.834,10200,0.0229,106,0.671,0.928,0,0,0,0.245,4,6.63,0,1
2962.7,8430000,699000,2410,0.00604,6.66E-05,2,0.0117,397000,4680,137,312,0,0.0111,0,12200,0.0298,151,0.683,0,0.00267,134,0,0.381,4,3.73,0,1
2968.8,21900000,735000,108,0.000516,1.23E-18,4,0.012,210000,2550,37.3,178,106,0.00457,0.805,8130,0.0373,243,0.654,0.97,0.00302,0,39.6,1.16,4,6.75,0,1
2980.9,17100000,576000,1750,0.00891,1.52E-18,2,0.0159,194000,3150,124,266,0,0.0163,0,7520,0.0372,49.5,0.721,0,0.00433,376,74.2,0.254,4,5.47,0,0
2990.1,12500000,839000,6280,0.0365,2.15E-05,2,0.0225,166000,3820,248,87.5,0,0.0125,0,19600,0.106,153,0.665,0,0.00142,0,13.9,0.923,4,1.68,0,0
3005.3,8250000,919000,0,0,1.33E-18,2,0.0213,180000,3920,211,128,72.2,0.00908,0.815,23100,0.114,177,0.681,0.972,0.001,492,0,0.986,4,0.429,0,0
3008.4,8920000,1020000,21100,0.102,3.63E-05,3,0.0186,186000,3540,192,162,289,0.0132,0.581,14400,0.0715,110,0.662,0.845,0.0037,205,140,0.591,4,2.37,0,0
3011.4,3980000,765000,0,0,1.53E-18,3,0.0253,174000,4510,161,265,238,0.0108,0.735,14800,0.0785,115,0.701,0.873,0.00258,360,55,0.66,4,2.53,0,0
3017.5,5460000,600000,30300,0.145,1.48E-05,3,0.0223,179000,4080,90.7,205,167,0.0184,0.754,4830,0.0263,4.83,0.697,0.293,0.00557,0,15.8,0.027,4,5.15,0,1
3066.3,13500000,2000000,4770,0.00234,0.000178,3,0.0061,2040000,12500,169,265,0,0.00866,0,19300,0.0094,46.4,0.685,0,0.00121,232,0,0.0228,4,0.915,1,1
3072.4,12200000,2000000,19200,0.0123,0.000159,3,0.00745,1540000,11500,281,208,87.9,0.0156,0.855,17700,0.0114,90,0.636,0.936,0.0014,0,125,0.0585,4,0.889,0,1
3078.5,5780000,993000,5230,0.00665,6.3E-05,2,0.00672,781000,5280,146,119,91.3,0.00973,0.765,14900,0.0187,113,0.709,0.947,0.002,973,74.6,0.144,4,2.18,0,1
3090.7,2210000,609000,2720,0.0243,1.7E-18,0,0.0238,109000,2670,300,193,0,0.015,0,19700,0.153,113,0.702,0,0.00137,0,83.6,1.03,4,3.15,0,0
3096.8,2760000,565000,6920,0.0543,2.13E-05,3,0.0167,120000,2050,67.4,0,0,0.0115,0,5790,0.0459,0,0.654,0,0.00171,123,37.3,0,4,0,0,0
3121.2,10100000,459000,5980,0.0724,1.62E-18,2,0.0226,76600,1770,157,121,56.2,0.0184,0.844,8380,0.0986,0,0.622,0,0,61.3,86.7,0,4,1.39,0,0
3127.2,4150000,486000,13100,0.119,1.62E-05,3,0.0212,97500,2110,141,181,156,0.0186,0.745,7430,0.0709,48,0.656,0.816,0.000867,177,157,0.492,4,4.04,0,0
3133.3,6740000,567000,231,0.00205,1.63E-18,4,0.0235,113000,2720,207,248,1.85,0.0158,0.997,12900,0.103,41.2,0.716,0.997,0.00259,176,10.1,0.365,4,2.37,0,0
3151.6,9910000,901000,0,0,1.72E-18,4,0.0262,76400,2060,52.7,5.12,58.9,0.00747,0.18,7000,0.084,20.4,0.705,0.833,0.00163,184,0,0.267,4,3.93,0,0
3157.7,10600000,849000,0,0,1.67E-18,4,0.0251,74300,1910,161,0,272,0.0141,0,11200,0.132,129,0.642,0.873,0.00163,0,115,1.73,4,2.36,0,0
3218.7,9790000,816000,14700,0.0521,4.05E-18,3,0.0137,267000,3710,70.9,179,0,0.00699,0,10100,0.0363,265,0.661,0,0.0053,211,11.2,0.99,4,3.44,0,1
3224.8,3450000,782000,1170,0.0155,1.12E-05,4,0.026,74600,1990,111,89.7,72.7,0.0107,0.758,10300,0.121,360,0.708,0.986,0.00352,298,107,4.81,4,2.48,0,0
3233.9,8640000,980000,8950,0.0423,3.58E-18,2,0.0131,203000,2690,279,123,39.2,0.0116,0.889,23800,0.105,60.1,0.702,0.957,0.00117,0,221,0.297,4,2.99,0,1
3237,6760000,695000,42000,0.374,4.11E-18,5,0.0274,70300,1980,168,80.4,74.5,0.0156,0.734,10600,0.131,49.6,0.699,0.907,0.000781,362,16.6,0.705,4,1.26,0,1
3240,6900000,738000,10600,0.102,4.2E-18,2,0.0242,93100,2310,172,0,31.8,0.0104,0,16400,0.15,167,0.662,0.987,0.00241,477,65.7,1.79,4,1.43,0,0
3243.1,4090000,713000,15500,0.179,1.53E-05,3,0.0244,70900,1770,152,28,30.5,0.0183,0.702,8130,0.103,135,0.661,0.985,0.00268,0,31.3,1.9,4,6.91,0,0
3246.1,20600000,754000,0,0,4.26E-18,4,0.012,165000,2000,101,171,520,0.013,0.457,7660,0.0443,45.7,0.661,0.562,0.00202,143,78,0.277,4,3.22,0,0
3249.2,13900000,1020000,9680,0.112,2.48E-18,2,0.0262,76700,2060,161,156,916,0.00954,0.304,16700,0.179,172,0.645,0.733,0.00106,0,165,2.24,4,4.48,0,0
3252.2,24700000,781000,15500,0.18,2.53E-18,2,0.0277,70900,2020,222,198,2.64,0.0158,0.995,13800,0.163,63.5,0.667,0.997,0.00176,306,0,0.894,4,3.53,1,0
3255.3,9580000,710000,11800,0.0857,1.78E-05,2,0.019,126000,2440,186,119,162,0.0128,0.654,14300,0.102,99.6,0.677,0.9,0,118,766,0.789,4,5.04,0,1
3258.3,10600000,639000,0,0,0,3,0.0217,63500,1410,132,120,0,0.0154,0,8450,0.117,57.8,0.649,0,0.000952,26.5,96.3,0.909,4,0,0,1
3261.4,30300000,683000,1570,0.0101,3.08E-18,2,0.0126,153000,1950,78.9,229,0,0.0104,0,7490,0.0466,0,0.618,0,0.0109,233,9.67,0,4,9.34,0,1
3264.4,4300000,589000,17500,0.162,2.91E-18,2,0.0221,90500,2050,175,151,14.5,0.0221,0.964,7720,0.0786,72.3,0.667,0.987,0.00262,350,0,0.798,4,3.67,0,1
3267.5,26000000,793000,0,0,3.34E-05,2,0.0249,98300,2510,247,372,0,0.00627,0,39100,0.284,130,0.684,0,0.0013,0,14,1.32,4,1.21,0,1
3270.5,8170000,627000,2360,0.0241,3.96E-18,3,0.0187,95800,1830,0,140,90.9,0,0.799,4410,0.044,128,0.571,0.954,0,0,164,1.34,4,0,0,1
3273.6,17500000,592000,7610,0.0868,4.25E-06,3,0.0187,80000,1520,100,340,1170,0.0342,0.43,2830,0.0341,83.5,0.659,0.513,0.00528,19.5,109,1.04,4,0,0,1
3276.6,18100000,570000,0,0,3.27E-18,2,0.0182,71900,1330,50.3,0,0,0.0141,0,3520,0.0467,0,0.701,0,0.000562,160,0,0,4,0,0,1
3279.7,15800000,481000,0,0,3.31E-18,0,0.0157,74800,1200,0,130,29.4,0,0.92,3520,0.045,49.4,0.731,0.961,0,64.1,5.72,0.66,4,0,0,1
3285.7,44500000,741000,11800,0.0461,2.71E-18,3,0.00996,244000,2450,108,174,0,0.0162,0,6580,0.0263,130,0.68,0,0,101,10.4,0.532,4,0,0,1
3288.8,45500000,745000,5020,0.0159,2.71E-05,3,0.00853,311000,2680,23.5,142,0,0.0033,0,7120,0.0223,50,0.685,0,0.00197,480,80.3,0.161,4,0,0,1
3291.8,49300000,649000,3850,0.0166,2.98E-18,3,0.0134,229000,3100,107,208,0,0.0174,0,6030,0.0257,14.8,0.702,0,0,0,0,0.0646,4,0,0,1
3294.9,18000000,669000,0,0,3.04E-18,2,0.0221,66100,1500,66.1,80.5,0,0.0103,0,6360,0.0877,80.8,0.681,0,0,7.71,103,1.22,4,0.912,0,1
3297.9,64300000,622000,0,0,2.83E-18,0,0.0157,110000,1760,164,0,162,0.0247,0,6470,0.0556,12.8,0.704,0.54,0.00298,0,358,0.117,4,0,0,1
3301,62100000,613000,0,0,2.28E-06,2,0.0201,62600,1280,65.3,213,579,0.0116,0.491,5550,0.0814,105,0.646,0.729,0.0025,96.8,199,1.67,4,0,0,1
3304,79000000,721000,19300,0.178,3.19E-18,0,0.0196,89200,1780,33.7,216,62.4,0.00496,0.901,6750,0.0704,202,0.697,0.98,0.00284,300,45,2.26,4,0,0,1
3307.1,87200000,690000,1440,0.0106,3.26E-18,1,0.0117,135000,1600,90.3,106,181,0.0132,0.606,6750,0.0476,0,0.742,0,0.003,0,0,0,4,0,0,1
3310.1,138000000,672000,3310,0.0602,3.19E-18,2,0.0241,51600,1280,152,154,87.4,0.0205,0.823,7270,0.123,117,0.621,0.952,0,61.1,40.6,2.26,4,9.19,0,1
3313.2,64600000,880000,0,0,5.84E-06,2,0.0203,56400,1170,62.8,186,0,0.00847,0,7360,0.115,26.5,0.594,0,0.002,328,251,0.469,4,2.15,0,1
3316.2,241000000,1020000,3540,0.0452,2.6E-18,1,0.0291,74700,2240,35.8,348,0,0.00296,0,12000,0.139,248,0.682,0,0.00108,0,39,3.3,4,3.48,0,1
3319.3,102000000,795000,4680,0.0421,2.29E-05,0,0.0215,107000,2340,210,234,0,0.0121,0,17100,0.139,163,0.642,0,0.00115,192,0,1.53,4,1.82,0,1
3322.3,73400000,770000,2230,0.0134,3.72E-18,1,0.0126,164000,2080,58.8,253,515,0.0146,0.567,3970,0.0236,225,0.679,0.868,0.00841,0,2.39E-12,1.37,4,0,0,1
3325.4,346000000,658000,0,0,2.03E-18,3,0.0183,109000,2020,121,14.7,269,0.00953,0.127,12500,0.104,174,0.668,0.907,0.0038,151,0,1.6,4,1.73,0,1
3328.4,328000000,717000,0,0,8.25E-19,0,0.0139,189000,2660,84.7,116,110,0.00981,0.738,8550,0.0433,170,0.672,0.959,0.000811,145,0,0.9,4,2.42,0,1
3331.5,573000000,638000,41400,0.313,9.08E-19,4,0.0194,90800,1800,8.34,83.4,0,0.00178,0,4670,0.0489,0.0434,0.678,0,0.000887,119,0,0.000478,4,0,0,1
3334.5,312000000,641000,169,0.00113,8.56E-19,4,0.0157,149000,2370,150,0,0,0.0181,0,8140,0.0518,103,0.69,0,0.00188,68.9,0,0.688,4,15.8,0,1
3337.6,603000000,727000,3640,0.0317,8.59E-19,3,0.0257,112000,2940,53.2,69.5,0,0.00819,0,6440,0.0546,66.3,0.655,0,0.0012,371,18.1,0.594,4,0,0,1
3340.6,199000000,709000,0,0,8.9E-19,3,0.0223,83000,1900,69.2,98.4,128,0.0133,0.673,5130,0.0582,41.2,0.654,0.829,0.00137,382,373,0.496,4,0,0,1
3343.7,93800000,650000,0,0,9.22E-19,1,0.0227,74500,1730,124,150,0,0.029,0,4150,0.0527,23.8,0.678,0,0.00385,24.4,20.8,0.32,4,0,0,1
3346.7,198000000,585000,0,0,9.71E-19,4,0.0197,76900,1540,23.8,115,70.8,0.0044,0.815,5370,0.0653,4.91,0.844,0.512,0.00483,359,43.5,0.0638,4,0,0,1
3349.8,10200000,600000,0,0,1.8E-18,4,0.0175,103000,1840,80.4,79.7,0,0.0163,0,4840,0.0449,155,0.778,0,0.00356,0,0,1.51,4,26.2,0,1
3352.8,293000000,1030000,0,0,4.18E-05,1,0.0275,141000,3980,222,915,1100,0.00629,0.696,35100,0.2,219,0.688,0.753,0.00313,32.2,738,1.55,4,4.16,0,1
3353.4,405000000,581000,0,0,4.09E-18,4,0.017,130000,2250,132,136,33.1,0.0264,0.917,4880,0.0362,123,0.73,0.983,0.00246,364,0,0.945,4,0,0,0
3354.3,3630000000,567000,0,0,1.59E-18,3,0.0323,102000,3400,281,683,716,0.0157,0.724,17600,0.147,221,0.672,0.825,0.00544,384,133,2.16,4,3.62,0,0
3355.8,5200000,531000,0,0,2.41E-05,1,0.0196,105000,2100,145,421,635,0.00709,0.646,20300,0.162,160,0.703,0.794,0.00322,254,127,1.52,4,5.14,0,0
