,Track 1,Track 2,Track 3,Track 4,Track 5,Track 6,Track 7,Track 8,Track 9,Track 10,Track 11,Track 12,Track 13,Track 14,Track 15,Track 16,Track 17,Track 18,Track 19,Track 20,Track21,Track 22,Track 23,Track 24,Track 25,SpecLabel,GenLabel
1790,2610000,1090000,0,0,2.72E-18,1,0.0181,105000,1930,148,19.1,0,0.231,0,495,0.00471,0,0.458,0,0.00255,164,187,0,4,3.46,0,0
1800,2860000,1270000,0,0,2.58E-18,0,0.0144,120000,1750,146,87.1,359,0.266,0.45,403,0.00335,0,0.312,0,0,0,197,0,4,4.52,0,0
1810,2440000,1080000,9.46,0.000103,1.06E-05,0,0.0197,91700,1840,143,99.5,0,0.168,0,708,0.00767,69,0.571,0,0.0691,10.5,176,0.752,4,3.68,0,0
1820,3240000,1290000,169,0.0016,1.6E-18,1,0.017,106000,1830,130,50.3,46.5,0.198,0.785,529,0.00499,35,0.567,0.873,0.0216,183,162,0.331,4,5.98,0,0
1830,2660000,1170000,162,0.00158,1.66E-18,1,0.0147,102000,1520,160,85.2,212,0.226,0.576,549,0.00535,0,0.455,0,0,183,221,0,4,4.17,0,0
1840,2790000,933000,0,0,1.78E-18,2,0.0113,110000,1250,182,75,0,0.328,0,373,0.00339,0,0,0,0.102,149,139,0,4,21.3,0,0
1850,4470000,1160000,0,0,0,3,0.0222,70000,1590,124,67.9,75,0.171,0.755,601,0.00851,0,0.835,0,0,6.5,273,0,4,1.04,0,0
1860,3340000,1130000,209,0.003,0,2,0.0202,69500,1430,177,74.6,515,0.341,0.33,343,0.00491,0,0.373,0,0,0,179,0,4,1.3,0,0
1870,2320000,861000,0,0,0,0,0.0211,92400,1990,95.7,131,0,0.139,0,592,0.00637,0,0.604,0,0,0,185,0,4,1.16,0,0
1880,2980000,1430000,0,0,0,1,0.0238,86700,2110,180,36.7,0,0.267,0,494,0.00567,0,0.536,0,0.0478,0,276,0,4,0.852,0,0
1890,2410000,1090000,97.6,0.00125,0,1,0.0204,78000,1630,157,70.5,0,0.169,0,772,0.00979,0,0.688,0,0,348,244,0,4,0.951,0,0
1900,2120000,951000,0,0,0,0,0.0348,58500,2110,108,32.7,362,0.244,0.236,336,0.0057,183,0.365,0.826,0,126,236,3.12,4,1.11,0,0
1910,2080000,937000,421,0.00532,0,0,0.0201,78600,1620,109,98.5,591,0.195,0.364,451,0.00571,0,0.817,0,0,241,121,0,4,1.2,0,0
1920,2390000,1090000,0,0,0,0,0.0204,74000,1540,98.8,43.5,132,0.623,0.532,59.9,0.000809,31.1,0.331,0.69,0,0,128,0.42,4,1.56,0,0
1930,2300000,988000,338,0.00405,0,1,0.0217,83300,1840,138,81.5,0,0.121,0,1000,0.0119,90.5,0.574,0,0.0507,53.4,189,1.09,4,1.11,0,0
